hierarchy	system	code	fsn	version	preferred	acceptable	orphanet_map
disorder	http://snomed.info/sct	SNOMEDCT:1229979007	Avascular necrosis of bone due to traumatic injury (disorder)	20240301	Osteonecrosis due to trauma	Aseptic necrosis of bone due to traumatic injury	ORPHA:399175
disorder	http://snomed.info/sct	SNOMEDCT:1229988003	Myeloid and/or lymphoid neoplasm with pericentriolar material 1-janus kinase 2 (disorder)	20240301	Myeloid and/or lymphoid neoplasm with PCM1-JAK2	Myeloid/lymphoid neoplasm with PCM1-JAK2	ORPHA:589542
disorder	http://snomed.info/sct	SNOMEDCT:1229998009	Combined hamartoma of retina and retinal pigment epithelium (disorder)	20240301	Combined hamartoma of retina and retinal pigment epithelium	CHR-RPE - combined hamartoma of retina and retinal pigment epithelium	ORPHA:440727
disorder	http://snomed.info/sct	SNOMEDCT:1229999001	Autosomal dominant myopia, midfacial retrusion, sensorineural hearing loss, rhizomelic dysplasia syndrome (disorder)	20240301	Autosomal dominant myopia, midfacial retrusion, sensorineural hearing loss, rhizomelic dysplasia syndrome	Autosomal dominant myopia, midfacial retrusion, sensorineural deafness, rhizomelic dysplasia syndrome	ORPHA:440354
disorder	http://snomed.info/sct	SNOMEDCT:1230002004	Liver adenomatosis (disorder)	20240301	Liver adenomatosis	Hepatic adenomatosis	ORPHA:566841
disorder	http://snomed.info/sct	SNOMEDCT:1230003009	Heme oxygenase-1 deficiency (disorder)	20240301	Heme oxygenase-1 deficiency	HO-1 (heme oxygenase-1) deficiency	ORPHA:562509
disorder	http://snomed.info/sct	SNOMEDCT:1230004003	Congenital dysplasia of supratip of nose (disorder)	20240301	Supratip dysplasia	Congenital dysplasia of supratip of nose	ORPHA:466695
disorder	http://snomed.info/sct	SNOMEDCT:1230005002	Pigmentation defects, palmoplantar keratoderma, skin carcinoma syndrome (disorder)	20240301	Pigmentation defects, palmoplantar keratoderma, skin carcinoma syndrome		ORPHA:447961
disorder	http://snomed.info/sct	SNOMEDCT:1230014007	Duane retraction syndrome with congenital deafness (disorder)	20240301	Duane retraction syndrome with congenital deafness	Duane retraction syndrome with congenital hearing loss	ORPHA:529574
disorder	http://snomed.info/sct	SNOMEDCT:1230015008	Hereditary angioedema with C1 esterase inhibitor deficiency (disorder)	20240301	Hereditary angioedema with C1Inh (C1 esterase inhibitor) deficiency	Hereditary angioneurotic edema with C1 inhibitor deficiency	ORPHA:528623
disorder	http://snomed.info/sct	SNOMEDCT:1230016009	Familial congenital nasolacrimal duct obstruction (disorder)	20240301	Familial congenital nasolacrimal duct obstruction		ORPHA:451612
disorder	http://snomed.info/sct	SNOMEDCT:1230017000	Non-recovering brachial plexus injury due to birth trauma (disorder)	20240301	Non-recovering brachial plexus injury due to birth trauma	Non-recovering obstetric brachial plexus lesion	ORPHA:439202
disorder	http://snomed.info/sct	SNOMEDCT:1230018005	Corticobasal syndrome (disorder)	20240301	Corticobasal syndrome		ORPHA:454887
disorder	http://snomed.info/sct	SNOMEDCT:1230019002	Disorder of nerve plexus due to and following radiation therapy (disorder)	20240301	Radiation-induced plexopathy	Disorder of nerve plexus due to and following radiation therapy	ORPHA:521123
disorder	http://snomed.info/sct	SNOMEDCT:1230020008	Congenital peripapillary staphyloma (disorder)	20240301	Congenital peripapillary staphyloma		ORPHA:519400
disorder	http://snomed.info/sct	SNOMEDCT:1230021007	Frontorhiny (disorder)	20240301	Frontorhiny	Frontonasal dysplasia type 1	ORPHA:391474
disorder	http://snomed.info/sct	SNOMEDCT:1230023005	Benign intraocular medulloepithelioma (disorder)	20240301	Benign intraocular medulloepithelioma		ORPHA:268139
disorder	http://snomed.info/sct	SNOMEDCT:1230025003	Complete septate uterus (disorder)	20240301	Complete septate uterus	Total septate uterus	ORPHA:180126
disorder	http://snomed.info/sct	SNOMEDCT:1230026002	Lethal acantholytic erosive disorder (disorder)	20240301	Lethal acantholytic erosive disorder	Lethal acantholytic epidermolysis bullosa	ORPHA:158687
disorder	http://snomed.info/sct	SNOMEDCT:1230062001	Congenital atresia of inferior vena cava without azygos continuation (disorder)	20240301	Congenital atresia of inferior vena cava without azygos continuation	Inferior vena cava interruption without azygos continuation	ORPHA:99123
disorder	http://snomed.info/sct	SNOMEDCT:1230066003	Isolated microspherophakia (disorder)	20240301	Isolated microspherophakia		ORPHA:519396
disorder	http://snomed.info/sct	SNOMEDCT:1230068002	Isolated blepharochalasis (disorder)	20240301	Isolated blepharochalasis		ORPHA:519390
disorder	http://snomed.info/sct	SNOMEDCT:1230096008	Timothy syndrome (disorder)	20240301	Timothy syndrome	Long QT syndrome type 8	ORPHA:65283
disorder	http://snomed.info/sct	SNOMEDCT:1230098009	Femur fibula ulna complex (disorder)	20240301	Femur fibula ulna complex	Femur-fibula-ulna dysostosis	ORPHA:2019
disorder	http://snomed.info/sct	SNOMEDCT:1230239009	Congenital laryngotracheoesophageal cleft (disorder)	20240301	Congenital laryngotracheo-oesophageal cleft	LTEC - laryngo-tracheo-oesophageal cleft	ORPHA:2004
disorder	http://snomed.info/sct	SNOMEDCT:1230269002	Congenital cyst of nasolacrimal duct (disorder)	20240301	Nasolacrimal duct cyst	Congenital cyst of nasolacrimal duct	ORPHA:141083
disorder	http://snomed.info/sct	SNOMEDCT:1230270001	Exstrophy epispadias complex (disorder)	20240301	Exstrophy epispadias complex	EEC - exstrophy epispadias complex	ORPHA:322
disorder	http://snomed.info/sct	SNOMEDCT:1230272009	Congenital hypothyroidism due to thyroid stimulating hormone receptor mutation (disorder)	20240301	Congenital hypothyroidism due to thyroid stimulating hormone receptor mutation	Hypothyroidism due to TSH receptor mutation	ORPHA:90673
disorder	http://snomed.info/sct	SNOMEDCT:1230273004	Megaconial congenital muscular dystrophy (disorder)	20240301	Megaconial congenital muscular dystrophy	Congenital megaconial myopathy	ORPHA:5
disorder	http://snomed.info/sct	SNOMEDCT:1230273004	Megaconial congenital muscular dystrophy (disorder)	20240301	Megaconial congenital muscular dystrophy	Congenital megaconial myopathy	ORPHA:280671
disorder	http://snomed.info/sct	SNOMEDCT:1230290005	Cytokine release syndrome due to chimeric antigen receptor T-cell immunotherapy (disorder)	20240301	Cytokine release syndrome due to chimeric antigen receptor T-cell immunotherapy	Chimeric antigen receptor-T cell therapy-associated cytokine release syndrome	ORPHA:542323
disorder	http://snomed.info/sct	SNOMEDCT:1230291009	Primary biliary cholangitis and/or primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome (disorder)	20240301	Primary biliary cholangitis and/or primary sclerosing cholangitis and autoimmune hepatitis overlap syndrome	Overlap syndrome of autoimmune liver disease	ORPHA:562639
disorder	http://snomed.info/sct	SNOMEDCT:1230295000	B-cell immunodeficiency, limb anomaly, urogenital malformation syndrome (disorder)	20240301	B-cell immunodeficiency, limb anomaly, urogenital malformation syndrome	BILU (B-cell immunodeficiency, limb, urogenital) syndrome	ORPHA:567502
disorder	http://snomed.info/sct	SNOMEDCT:1230303001	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease (disorder)	20240301	Fatal congenital hypertrophic cardiomyopathy due to glycogen storage disease	Fatal congenital hypertrophic cardiomyopathy due to glycogenosis	ORPHA:439854
disorder	http://snomed.info/sct	SNOMEDCT:1230308005	Off-periods in Parkinson disease not responding to oral treatment (disorder)	20240301	Off-periods in Parkinson disease not responding to oral treatment	Off-episodes in Parkinson's disease not responding to oral treatment	ORPHA:391655
disorder	http://snomed.info/sct	SNOMEDCT:1230310007	Ferritin heavy chain 1-related iron overload (disorder)	20240301	FTH1-related iron overload	FTH1-associated iron overload	ORPHA:247790
disorder	http://snomed.info/sct	SNOMEDCT:1230314003	Fecal incontinence following creation of ileo-anal pouch (disorder)	20240301	Faecal incontinence following creation of ileo-anal pouch	Ileal pouch anal anastomosis related fecal incontinence	ORPHA:238621
disorder	http://snomed.info/sct	SNOMEDCT:1230318000	Serous carcinoma of body of uterus (disorder)	20240301	Serous carcinoma of body of uterus	Serous carcinoma of corpus uteri	ORPHA:213726
disorder	http://snomed.info/sct	SNOMEDCT:1230323000	Sepsis of premature infant (disorder)	20240301	Sepsis of premature infant		ORPHA:90051
disorder	http://snomed.info/sct	SNOMEDCT:1230342001	Hepatitis B reinfection following transplantation of liver (disorder)	20240301	Hepatitis B reinfection following liver transplantation	Hepatitis B reinfection following transplantation of liver	ORPHA:90073
disorder	http://snomed.info/sct	SNOMEDCT:1230343006	Distal hereditary motor neuropathy type 2 (disorder)	20240301	Distal hereditary motor neuropathy type 2	Autosomal dominant distal spinal muscular atrophy type 2	ORPHA:139525
disorder	http://snomed.info/sct	SNOMEDCT:1230344000	Microphthalmia, microtia, fetal akinesia syndrome (disorder)	20240301	Microphthalmia, microtia, fetal akinesia syndrome	Microphthalmia, microtia, foetal akinesia syndrome	ORPHA:2547
disorder	http://snomed.info/sct	SNOMEDCT:1230376005	Contactin associated protein 2-related developmental and epileptic encephalopathy (disorder)	20240301	CNTNAP2-related developmental and epileptic encephalopathy	Cortical dysplasia, focal epilepsy syndrome	ORPHA:163681
disorder	http://snomed.info/sct	SNOMEDCT:1231140009	Lemierre syndrome (disorder)	20240301	Lemierre syndrome	Lemierre postanginal sepsis	ORPHA:137839
disorder	http://snomed.info/sct	SNOMEDCT:1231141008	Mannosephosphate isomerase congenital disorder of glycosylation (disorder)	20240301	Mannosephosphate isomerase congenital disorder of glycosylation	Mannose-6-phosphate isomerase congenital disorder of glycosylation	ORPHA:79319
disorder	http://snomed.info/sct	SNOMEDCT:1231142001	Furuncular myiasis (disorder)	20240301	Furuncular myiasis	Furunculoid myiasis	ORPHA:591
disorder	http://snomed.info/sct	SNOMEDCT:1231148002	Linear verrucous nevus syndrome (disorder)	20240301	Linear verrucous naevus syndrome	Linear hamartoma syndrome	ORPHA:2611
disorder	http://snomed.info/sct	SNOMEDCT:1231149005	AH amyloidosis (disorder)	20240301	AH amyloidosis	Heavy chain amyloidosis	ORPHA:442582
disorder	http://snomed.info/sct	SNOMEDCT:1231150005	Isolated hypoplasia of fovea centralis (disorder)	20240301	Isolated foveal hypoplasia	Isolated hypoplasia of fovea centralis	ORPHA:519398
disorder	http://snomed.info/sct	SNOMEDCT:1231151009	Avascular necrosis of bone of jaw (disorder)	20240301	Osteonecrosis of jaw	Aseptic necrosis of bone of jaw	ORPHA:399293
disorder	http://snomed.info/sct	SNOMEDCT:1231153007	Primary failure of tooth eruption (disorder)	20240301	Primary failure of tooth eruption	PFE - primary failure of tooth eruption	ORPHA:412206
disorder	http://snomed.info/sct	SNOMEDCT:1231169000	Congenital anomaly of second branchial cleft (disorder)	20240301	Congenital anomaly of second branchial cleft	Second branchial cleft anomaly	ORPHA:141022
disorder	http://snomed.info/sct	SNOMEDCT:1231170004	Congenital anomaly of third branchial cleft (disorder)	20240301	Congenital anomaly of third branchial cleft	Third branchial cleft anomaly	ORPHA:141030
disorder	http://snomed.info/sct	SNOMEDCT:1231175009	Congenital anomaly of fourth branchial cleft (disorder)	20240301	Congenital anomaly of fourth branchial cleft	Fourth branchial cleft anomaly	ORPHA:141037
disorder	http://snomed.info/sct	SNOMEDCT:1231176005	Congenital fistula of commissure of lips (disorder)	20240301	Congenital fistula of commissure of lips	Commissural lip fistula	ORPHA:141061
disorder	http://snomed.info/sct	SNOMEDCT:1231178006	Hereditary continuous muscle fiber activity (disorder)	20240301	Hereditary continuous muscle fibre activity		ORPHA:972
disorder	http://snomed.info/sct	SNOMEDCT:1231179003	Idiopathic avascular necrosis of bone (disorder)	20240301	Idiopathic avascular necrosis of bone	Idiopathic avascular necrosis	ORPHA:399307
disorder	http://snomed.info/sct	SNOMEDCT:1231180000	Papillary intralymphatic angioendothelioma (disorder)	20240301	Papillary intralymphatic angioendothelioma	Dabska tumour	ORPHA:458768
disorder	http://snomed.info/sct	SNOMEDCT:1231181001	Non-syndromic metopic craniosynostosis (disorder)	20240301	Non-syndromic metopic craniosynostosis	Isolated metopic craniosynostosis	ORPHA:3366
disorder	http://snomed.info/sct	SNOMEDCT:1231182008	Isolated osteopoikilosis (disorder)	20240301	Isolated osteopoikilosis		ORPHA:166119
disorder	http://snomed.info/sct	SNOMEDCT:1231183003	Familial isolated retinal arterial tortuosity (disorder)	20240301	Familial isolated retinal arterial tortuosity	Retinal arteriolar tortuosity	ORPHA:75326
disorder	http://snomed.info/sct	SNOMEDCT:1231281009	46,XY disorder of sex development due to isolated 17,20-lyase deficiency (disorder)	20240301	46,XY disorder of sex development due to isolated 17,20-lyase deficiency		ORPHA:90796
disorder	http://snomed.info/sct	SNOMEDCT:1231282002	Benign familial neonatal-infantile seizures (disorder)	20240301	Benign familial neonatal-infantile seizures	BFNIS - benign familial neonatal-infantile seizures	ORPHA:140927
disorder	http://snomed.info/sct	SNOMEDCT:1231283007	Congenital isolated adrenocorticotropic hormone deficiency (disorder)	20240301	Congenital isolated adrenocorticotropic hormone deficiency	Congenital isolated ACTH (adrenocorticotropic hormone) deficiency	ORPHA:199296
disorder	http://snomed.info/sct	SNOMEDCT:1231284001	Autosomal dominant generalized dystrophic epidermolysis bullosa (disorder)	20240301	Autosomal dominant generalized dystrophic epidermolysis bullosa	Generalised DDEB (generalised dystrophic epidermolysis bullosa)	ORPHA:231568
disorder	http://snomed.info/sct	SNOMEDCT:1231309005	Mitochondrial deoxyribonucleic acid depletion syndrome myopathic form (disorder)	20240301	Mitochondrial deoxyribonucleic acid depletion syndrome myopathic form		ORPHA:254875
disorder	http://snomed.info/sct	SNOMEDCT:1231732006	Smoldering systemic mastocytosis (disorder)	20240301	Smoldering systemic mastocytosis	SSM - smouldering systemic mastocytosis	ORPHA:158775
disorder	http://snomed.info/sct	SNOMEDCT:1231735008	Isolated bone marrow mastocytosis (disorder)	20240301	Isolated bone marrow mastocytosis		ORPHA:158778
disorder	http://snomed.info/sct	SNOMEDCT:1231737000	Rolandic epilepsy, paroxysmal exercise-induced dystonia, writer's cramp syndrome (disorder)	20240301	Rolandic epilepsy, paroxysmal exercise-induced dystonia, writer's cramp syndrome		ORPHA:163727
disorder	http://snomed.info/sct	SNOMEDCT:1231746006	Isolated agenesis of cerebellar vermis (disorder)	20240301	Isolated agenesis of cerebellar vermis	Isolated cerebellar vermis agenesis	ORPHA:269203
disorder	http://snomed.info/sct	SNOMEDCT:1231749004	Adult-onset overlap myositis (disorder)	20240301	Adult-onset overlap myositis		ORPHA:206572
disorder	http://snomed.info/sct	SNOMEDCT:1231751000	Recurrent idiopathic neuroretinitis (disorder)	20240301	Recurrent idiopathic neuroretinitis	RINR - recurrent idiopathic neuroretinitis	ORPHA:499103
disorder	http://snomed.info/sct	SNOMEDCT:1231757001	Idiopathic optic perineuritis (disorder)	20240301	Idiopathic optic perineuritis		ORPHA:499107
disorder	http://snomed.info/sct	SNOMEDCT:1234819007	Limb girdle muscular dystrophy due to protein O-mannose kinase deficiency (disorder)	20240301	Limb girdle muscular dystrophy due to POMK deficiency	Limb girdle muscular dystrophy due to protein O-mannose kinase deficiency	ORPHA:445110
disorder	http://snomed.info/sct	SNOMEDCT:1234821002	Primary intrahepatic lithiasis (disorder)	20240301	Primary intrahepatic lithiasis	Primary hepatolithiasis	ORPHA:480506
disorder	http://snomed.info/sct	SNOMEDCT:1234822009	Idiopathic ductopenia (disorder)	20240301	Idiopathic ductopenia	IAD - idiopathic adult ductopenia	ORPHA:480512
